sha256,sha1,md5,dex_date,apk_size,pkg_name,vercode,vt_detection,vt_scan_date,dex_size,markets
BBB820B91EBA40B97CE4F1E955EF5423F91B16E505E4E86DC102DF9D26355180,93F7EEC5169428C472E16D1382B6F65A2D3A9D79,e40cef109d55f3fc6c8bc3a87d9507a0,2014-08-24 14:48:10,7193194,orion.sit,1923,0,2016-02-03 14:32:58,2887192,PlayDrone|play.google.com
BBB8355AE4563402B0F979F89833B9F4099E4DFAA35C7520C5217C894FA2FD62,55A7F43FA48FBC2CBB8736E9E164C18EA8002571,381883b080929fa532d1db73edd319c8,2014-10-04 22:21:32,15589729,com.simplesapps.actionbasket,4,0,2015-09-09 04:11:29,3921056,play.google.com|PlayDrone
BBB84DD7A6E9FF8056187ABE58456FDB998CE706B539041185C074810A2CB2E2,00CD46D1FF64E94AE756882408F5421929AC02F0,6f5eb6b3d08b547c586e73e838336054,2015-04-28 16:52:48,3824572,com.zeroweb.app.rtenergy1,1,0,2016-02-03 07:07:49,2224508,play.google.com
BBB8A1B83F0383E0DCC2261E057C48D55220A9F58A0BCFFC51759297C8449E13,01BE8BA8BD56965074798BA58543FC82776B226E,c7e4aeb836c41082986af5f64b3a2568,2014-08-22 13:42:48,1204169,com.shoutcast.radio.paraisofmdesobral,1,0,2015-06-03 15:42:29,917616,PlayDrone|play.google.com
BBBA01AC277BC3C10834E3F5285A1F2A8A1704EB0EAE61F60ABAE000C01B7219,5EDC101A415F85387D04D27496368EEC62047F40,82153597f26550f846cd891e2257a9b0,2015-08-05 14:16:48,38312499,com.outthinking.gifweddingframes,6,0,2016-02-22 01:03:04,2722440,play.google.com
BBBAA1CD3D332D0EEBB5055D3D148F908806893FC7A4153E99C9CFAB5F46F468,F8A80A3E82593D4A83A22E3DB2001A078CA70CCA,489c2c7641c7f77a519eba40c0d90f91,2014-10-15 16:41:30,3194846,com.maddcreations.lwp.abs.green,4,0,2015-03-11 03:58:13,1744932,play.google.com|PlayDrone
BBBAE0C629C82F0B7FB76473AB947DEABBF29468E68B4D3AEB1BC6CF54B33B8C,D50CCAE9BC7FB171C3CF7038FDD93FC1BA16C81F,289ac537cec0ed1a3c3cd9a4d901ad7d,2015-07-24 11:52:02,45167138,com.socialinus.libra.android,23,0,2016-07-15 12:31:10,5446256,play.google.com
BBBB25BB42BAFEF4245E913299B2C8089C02FE5B0902639A02851F49691CDF47,EAA1EEE9BB9B1F55B1DEDC4BACE2D31CA665DE2F,7b702e537581bc25f5bc4b70162b25b8,2015-07-07 14:51:16,39367257,com.hstech.adamant,5,0,2015-11-19 21:12:58,4908548,play.google.com
BBBB8BC8C90C5C0B6DE616DEFF199AC34F95E5B1BB07DB2470428A4050A0F5EC,A5124079140D0AB2347F509AE18544B6475395C5,dcf0f5731a9c97bb88c5f8ff5e334778,2015-02-20 15:31:40,7186728,com.goldensoft.interpretationjalalain,200,0,2016-02-22 01:03:00,3759216,play.google.com
BBC094C92F5BE2148E9B5B46EA001CFB547A4E948A82E5EB68AF84CB505AD8BD,3371C87923AF119CA9FC00DD5781C7AFEBD49258,1c35de96b9ccfab270823ea38a011a58,2015-01-26 13:38:20,3593707,com.sappsuma.inspiredental,391,0,2016-02-02 21:49:35,3984116,play.google.com
BBC18CBFCE813D07E39375584FBEEC51BA370471F1ACCE7E879E6456DF99C9C3,747F5FEA3271B8991F71AE2523DF34DF258A7A1E,d3a7a1577244817539d3e6641b550f73,2015-04-12 14:49:20,59405,com.akg.scoreboard,1,0,2016-02-14 13:28:27,36292,play.google.com
BBC21C599F6D2A5C3E26578232569138E0D74D6C521276BE5B14B50B41838131,A05ADF64E0A4559896E2872253C8A5301C3DBA01,edb4426e80a384c17e5c77438eadf58c,2015-07-22 15:24:54,20545076,com.grydmitrij.ticketpdddemo,1331,0,2016-03-15 09:03:37,5563096,play.google.com
BBC63054159156DCFD55C22E4C2BBF13BC61D9BA0495FCFC5DE9B917C8A6E424,499B3517B030C6C987EFE6B7939ABEDB9CEA509B,c44dec04941dc3001e3be89fae393c80,2015-01-16 12:27:08,2859758,com.sravcod,2,0,2015-12-03 23:04:25,2218376,play.google.com
BBC81E99802536BFD2AA761EEC1DFC14C213AB6FBDD22585DD68D44065F8B455,914150DD593F846D666451F30F5D30AC88FBD0AB,18f27109a42b5815320f4a17412ed3e9,2015-07-29 14:53:42,1006123,co.kr.generic.ipconfig,8,0,2015-12-22 21:15:17,1956452,play.google.com
BBCA54A5177A3D02072971278D0598939A468F377AD59DE85088CD39DA124168,EC084CC13EEFF325D0D40DCF5E88B409F856A981,2e2d5b2e94da4789f9d0dabd1ae46fcd,2015-05-07 19:24:22,621849,com.gladward.electionnight,1,0,2015-06-01 02:27:07,1826572,play.google.com
BBCAAA25AEC224A11FAE9BED233E4EF42F481EDC2B90FEED2041B53158655579,9CE533164AB355043CE322BCCFAF861020FA4865,d11cadc740679e35635cc17ef92f9eb0,2015-11-24 07:55:20,24084179,de.mobileeventguide.ctisymposium15,5,0,2015-12-06 02:30:24,9294080,play.google.com
BBCB0CF6ACDF05A52627E9B8FB647E0BE93AD7B038A7E80696D7FED94BCEC222,53E90650953A40EE575EACC4DD5FCA095EEE8A25,4e56fb05a999c267c87c85481eb5129b,2012-12-19 22:33:06,10640387,info.simplyapps.lwp.fishes,4,0,2015-01-31 15:10:17,46540,PlayDrone|play.google.com
BBCE1BF0CE2DBF8E42E6E88FD2A05019AB9FA4EEBCC71DB2DA93AD9AFFA7F1DE,BF9E55AEAB6A9821F40C23D41D53708D61E0B400,3ca9e4150677385f7357a08bc869494f,2014-08-13 20:46:06,2177231,talespin.test.hackathonday1,3,0,2015-10-20 19:39:03,4380552,PlayDrone|play.google.com
BBCEAF9F118F18B794DDB3FDB7E497CC76BF7CDE5222C8398DBE14FB396FAF86,73DB17BA7367FA2078542D91B876F2FB03A889C1,86f34dc6a270d95ba16c6afcc8af7311,2015-07-31 13:46:24,8995745,com.frugalflyer.airport.atl,20,0,2016-02-22 01:03:56,6896344,play.google.com
BBCF1FE0AC04AB01E8731AB788469C6734A6249C82E49C90FA9F638CBC468A4B,4F8A7B13271C50E0764CB67436BC4AE2012C0401,be8afd495755294cb5ff3a2cefc525bb,2014-08-12 07:22:30,1287247,com.raymond.ltripeaks,10,0,2016-05-29 23:58:55,1505764,PlayDrone|play.google.com
BBCF2EC3249708B7D229758469A491FE46D366213F90E55DC68B6262630C7ED2,F19261DEEE4E15C9A33DB9ED122EEA5A7CE0167A,c2d6f6aaa3e717288ed7c761012b7296,2015-10-19 11:24:20,2350530,com.mobilerockit.murielgreennurseryschool,1,0,2015-12-13 08:31:24,873776,play.google.com
BBCF8A4AE2EDE7508D4DF45EF12DF414E9814D21B9D27FB865566BDF169FE86C,0DCBD83718FE7841069E014994EE16454CD519E6,7a0da40506d931e58474ac1457672c30,2014-08-30 13:57:58,14176707,com.gmail.green.carey.code,12,0,2015-09-16 15:32:41,4171984,play.google.com|PlayDrone
BBD0A109A9E7D89177AF600A21E60156631477DC6736BB827CDFF6201B0A5692,5C1CE82A66FD4A6B155CF72819A635F85F00A7E3,2a360f2e2f87e13749a655ccd0b9fd00,2015-06-25 11:30:50,15552488,com.apexis.P2PCAMLIVE,20,0,2016-02-22 01:04:34,1151696,play.google.com
BBD11B981CC592666718D03281B4BB0FD959C393CD885F485AD2582CD8D664AA,F67423F0736BB5F32EC32C0DB334FB484982DE57,264310d22557a7fcad751ae13c9f34b7,2014-10-29 23:07:10,6598719,com.publicstuff.laurel_md,331,0,2015-09-02 09:37:01,6133716,play.google.com|PlayDrone
BBD1BD937A1F96C5CF5A36DC6677A55A5E7AC36A3EEA717BF903CAD4E68B3260,A8BD8BF3A7372C6A9A520564FA03DA680E6EA1A6,932f3619b853b8caa852a0586ac9ce93,2014-10-24 12:28:10,3215480,com.farawlah.cookingtv,2,0,2016-05-05 22:01:05,3909324,PlayDrone|play.google.com
BBD597EA64B668834022F6D5F3CE7A6E7EAFF7971A7EEAE2B5AA753213E7603A,A169359AFE3A8D043E9F7B9C55B8EEFEDB31F7C6,1cc3623697805aa4de37da0ad0a9631b,2015-07-11 18:29:14,8671298,com.owlylabs.ideal,19,0,2016-03-15 12:11:54,8385768,play.google.com
BBD5F60C099592EB84E765B56DE8C14C9785CC277E21DCDB95C20196ADD59D2F,D72B719B7C05C6AB06E29BBF99F7DE0862BA878F,f2d0efee3ba06a8fde4fce58bb5a9397,2014-11-28 14:35:06,7094084,com.music.chordtraining,3,0,2015-10-24 17:03:11,4757896,play.google.com
BBD75A26E59CAD1F006D5E76001DFA564327E878BF5938662676E4EE97BBC243,93CA6F1DA2DE198367656C3ECB63BA0B517347A5,82e013702026dcdd9eaa8cc77da309f6,2014-10-08 16:26:58,4038228,com.sappsuma.salonapps.tanzinere,322,0,2015-02-24 22:10:32,1850192,play.google.com|PlayDrone
BBD849A6EA23A14581B3A8A649142DC799A07518190A6210D421D291F0457E3B,4C097E59E9367B29EF6C6AB527A3A4635D7C85C0,59d73c23990eb0b55afaabde2dfb4ac9,2015-07-07 16:51:36,12232540,com.euvit.android.english.premium.czech,108,0,2016-02-22 01:04:56,2330044,play.google.com
BBDE6481E75152EFC08C0EC539B781D8ADE11BD2C7BDDFA08A6318552A5F365E,34D62C41E54652AF268810E3B35B7E505055CF60,14b0d6272d2a74fc4b1351bf7a83e4ff,2014-10-06 17:13:16,2412745,com.sporever.football365,5,0,2015-11-24 08:58:41,2235708,PlayDrone|play.google.com
BBE0F05C7AD9F1A8C6BFC25140582120E50B3BEE03C3AA62C194005A5DD4AD9C,C197E295ED7188D4867AF879F16ECB66045CC09F,39d1b7efb3723a7ac46f5fbdead8862a,2015-04-21 20:53:12,1860407,com.denisdenisovvappdevelop.MotoRouter,21,0,2016-02-22 01:05:49,3524488,play.google.com
BBE2976BEA4B21FE70735764A79B16343C7C7DA617EB5D8234B73E20D60D8636,FD6B8ADDF17128E1DC4DCA6D8562DABD762B4FCE,ea15ef7a7c6bfcae3769f1939c86d96a,2015-10-02 10:35:08,9936592,com.monefy.app.lite,44,0,2016-03-01 11:28:52,3781808,play.google.com
BBE609DFBCB13608E7EF0B077E49F2300B654EA71AD23BFADC18E6D002971501,CBDFAFFDFD1E0A33BD8CF763248A9D119E864AC0,4b36658fa63eee0138e0487131118bbe,2015-07-22 12:19:48,4827067,com.visualwave.neonU,1,0,2015-10-08 19:12:33,1328892,play.google.com
BBE6896BDE7CBE03A67ADAD6208FE2DC2FC7881C61866C8523888DE53033A64C,37FC04AC8A2CFCC28416DD3F32281E2B988DD4F6,43577eb3b90c8769d0cc5dd7d5f4036c,2014-09-30 01:50:56,9317348,pokit.campus.uts,839,0,2015-10-26 14:48:49,3742136,play.google.com|PlayDrone
BBE9074E036DD56C75CEEAB0FF74B8D5E2555708464F8664E3942A5995B06941,AB2B8D9D24425A5F548014D7664DF09D027E7A56,753d546862173d1e313c735d882ab5ea,2015-11-14 16:19:34,2323837,com.appspot.sohguanh.MuteMicAd,14,0,2015-11-15 05:32:03,5043756,play.google.com
BBEA1D6B71D14FDAA5194DDF10BFF319C212D48BFBD65F63755ECB42D52BCD06,2547D7E9843185763CB33736B88C6C767F1CCEFF,2915b0d2dffbd69646f78c6318427d8a,2014-12-17 12:18:36,12028421,air.KendoP2P,3000003,0,2016-02-22 01:05:55,465316,play.google.com
BBEA299B534C7A8E5CCD5DCD6256A0EADAD9CCB6C49F5B3615663A3A1892AEB0,EA7A0B0C2CAEC14D58A77B3F70BCF2D78DC22D2B,345e16d19b534f07b4427190e5cb0b28,2015-06-16 09:27:36,15352153,com.specialtours.mytrip.cvc,21,0,2016-02-22 01:05:42,462552,play.google.com
BBEC460C83DF2AD6F5C1B1E40BC530AE40BCBAA2C1226489CD245BD0296BB77D,C4EBC8CC419E1D3D8ED52D899AC8616FB6D3074E,1b005234c10ca35141d445c4ae35e020,2014-10-29 08:59:20,31259724,com.pcgs.priceguide,6,0,2016-01-18 19:51:25,5465084,PlayDrone|play.google.com
BBED1C0F217A60DD86497A07CF5514B338800F1D6AC67627534200BA7DE04CF2,A259BEE51A9547B71D78FEA350C4A50D83A240C9,6344d0bfe6f882a13fc6c07065d56623,2014-03-31 17:00:18,409155,se.tg3.intervaltimer,6,0,2015-06-12 04:21:11,753064,PlayDrone|play.google.com
BBED4635924281FFED66AD1184521A3F37E8B7068C7CE54AF4C10E73439F60E0,6C8738B95E6EFD4B268829CE49F6FD4A9D0AFF3B,4495d66551e575ad3fd51592b25248aa,2014-09-18 22:08:32,2114264,com.wayproyect.learnverbs,6,0,2016-02-02 21:56:11,3931896,PlayDrone|play.google.com
BBEE8E6790B780A2DE132259BDB0F7BB1B21996B365DD9D4A865F396946E7818,AACD5BE8F610004F25F92E5AC87C59F4095FD942,2871ef6ff796976fe9a550a6d36c8292,2014-08-14 16:03:26,28663118,com.CaptainOctopus.WingedGuardians,2,0,2016-02-11 13:56:58,76156,play.google.com
BBEF41FC0887ED82063128EF9087B4D27BA32732EA9EFAE371C9F31EB5E70127,4AC5CFBC7AFE04E6F40C4AE3423014498AC70CC4,71ae206de5aa4ca7b51b4f42b24d6619,2014-08-12 15:27:56,13248459,com.newsflare,9,0,2015-01-11 21:59:41,8621940,play.google.com|PlayDrone
BBF2870E9AC0530E3B1158F8E5746B18ABA10D244A9A3C55AAC463F39951211D,80B3A3CA549B030FB3B2DB17D557D513233CE683,b06a23ebbec7bc385f2ec2b0db83934c,2015-04-27 20:23:34,468498,weAreMrocr.MlbCalendarFree,14,0,2015-12-13 15:17:21,1739892,play.google.com
BBF483D74FA0101A6B7E379A198C4A3521564519CCB6245C43CD429890C66B58,919358C543C4364584E38943C639C394929BF018,fca1112a1791554c364a07e9e7f89a82,2015-10-06 18:54:34,10559407,com.briox.riversip.android.usnews.uspolitics,6000,0,2016-02-22 01:05:40,8947060,play.google.com
BBF57BB641D17861CA1D34136217B84AE5F3506908ED7191C9B8759CFF8DFD52,E778A099ED39EE13F9DB0E02E6B3F8649120CA81,e40a722e7ad7a07144cee1109af0ef70,2015-07-31 14:23:08,3224315,mobi.infolife.ezweather.widget.newyear2015,109,0,2016-03-09 04:11:12,3365816,play.google.com
BBF65DF8B3B4B7B0F5DC018A3C862020CE69929B224E703B78EFF1ABA3E7B361,B981D9C8188DB3C4071E34F63AF8BA18EDEBDC2C,de1ade5b935fe316c709d761b130b304,2014-10-28 01:23:34,20951832,datsuryoku.k.hegassenneko,7,0,2015-04-23 05:52:06,3327328,play.google.com|PlayDrone
BBF737B06751BFFCB3F56DABA600EE4216B9BF39E2ABA25AC7584AB6C1AED9B8,B62536353B233F9D2FB30E73DBDBDE7E62EF2EBA,79985fb65daa624ed15c3b0dc6bbb324,2015-11-24 16:10:44,5020091,com.bcec.smartapps,239,0,2015-12-21 01:41:37,4889428,play.google.com
BBFA6C30295769364D07948F4BF3D69EF811E0145F423B6C76F59970027B6064,FE3A1D633879DCB13055B0182B959C6AF427BC8D,5285512c86de95ab911b508e3a204416,2014-10-07 22:46:52,15501715,com.mymobkit,20,0,2015-01-14 21:12:15,2207104,PlayDrone|play.google.com
BBFABAAC9808276227712CCC6826BF915BC1CDE1E9C4802F077A3F73724BED48,E6D1249EAE4196DB14BEEED748B70E9BBBCAE959,4b4e39151f7a273259da3150934ed936,2014-10-08 16:07:58,8493481,com.poleazurprovence,11,0,2015-04-13 17:30:15,6862740,play.google.com|PlayDrone
BBFD2F7DF27DECE803B3DCB04C45F1B91FBD1ECA0AF567E3EDF631F5B809B8BC,E0C37CF9CCF4C57BFBC17580143E742C0AF77D87,42ae969aa912d7d5cea6a875819e65ab,2014-11-24 19:08:46,3812952,net.aharm.manhattan,3,0,2016-02-17 17:49:46,3129616,play.google.com
BBFE54C5E22098C75A43D475E8CCD87648E553D25307B7DFAFD588B876DF0FD5,BCD7FC946FA5C9AAB547097945815B8FD7DEA32B,0f608f264c50299055b2e5ab5ee88b77,2014-09-08 16:18:26,2711816,com.trinetra.trinetra,7,0,2015-09-13 04:21:39,1151676,PlayDrone|play.google.com
BBFF60438B666BF667BC4C9ECDEA16E29E4B60D3C510671B197ABB8E19C5EE9E,8A75761DCA16031C15AB77D0BAA4ABEFD61355C0,a48c2068b17b1a95f65816c65b21f224,2015-06-18 22:15:02,1448611,processing.test.cuatrorayagd,1,0,2016-02-03 17:25:04,832996,play.google.com
BC005A979E9D103AE42783319988AE314E29693B5CD0BB29CC5ED960447BA7DD,B8B73DAC65C08B565335AFDCA5FE847F842E122E,defa1daa2d58877dc15535b4830eabc2,2015-08-24 13:47:16,6564100,com.kidsfungames.fireworks.and.petard.simulator,1,0,2016-02-22 01:08:08,2630328,play.google.com
BC0549EFCF523845ED6F5157211CC057AC149C0C640F05C6F81DA136CD984687,942301170BB160EB6FD3956B2689300E7799228F,86d9f623ce2e088ffc3d11cddc309026,2015-10-11 04:52:18,9583116,com.homeinspectorsupport.rmtsn,20,0,2016-03-10 12:08:08,3154464,play.google.com
BC06EC25DCB80063AA44821CF4D59BB462FD0F273E982154A7BBBD8BA2DD3519,1F13EDEF0293EA76CCE567E51661DF818826BC5B,4bcfdf822566538f000b128d5ed8258e,2015-05-07 09:02:50,6006707,klavyer.com,17,0,2016-02-02 04:28:48,7949944,play.google.com
BC0919F6F19F9AABC020F884E98C9B93CE57744A34FA3AFFB4AE53D93EBD1A9C,37BC18A941AC898E3267AB2AE303F8FDDE92ADF9,312a75d846837228a05d598bdcc66232,2014-10-05 20:41:36,17662,io.bitkoinio,2,0,2015-12-30 08:37:30,4084,play.google.com|PlayDrone
BC09D69B3BDB65E38C9CB4ABEA28BA6C767B0D97C72268C1C952511C3C99F0E3,B3F5333D8B588D43120F4873A25422E990E98A93,b1182802a3eeddf1a307870bcf8f3b3c,2014-09-16 02:02:58,1741477,org.onnuri.churchapp,6,0,2016-02-22 01:07:44,2556096,PlayDrone|play.google.com
BC0BDE64C567E41512244EB40629585D7C21F9ED7025978B56F77421648F1DA0,19EDA92B60B6325BCD56C26B8174392D884790F2,d803575ed03020863e251e686327f1ab,2015-09-30 05:35:12,11298771,com.mdgift,21,0,2015-12-25 15:48:27,6850448,play.google.com
BC0EFE7020F9ED9633C930AA6D938909A32BCDC6A10DE3654A6DE525837B3E0B,8A706DE587D22BB886CE3E7FBCD68A368C22AB99,1a7e97cefc16325b24fe42162906bd6e,2011-11-07 23:12:50,2717635,org.sopt.achole,5,0,2016-02-22 01:07:08,69944,play.google.com
BC103C91CE251F4C22E745A3EEC87271314B21941CD771C52044D54EEA62FF0C,1DFA4CFDD3B81D506E2EEA141BB61BEA1DFA8347,65a1cd7a2dc730026d6b6718af355d93,2015-06-15 21:46:32,25036127,com.koyonapps.lycoris,3,0,2016-02-22 01:07:58,4989220,play.google.com
BC13A19816A8D3B7238B1F32456A2E58384A8AFDBE86798B4909F442124A5165,D52D84BAB687908734B63BAC86D105FA63F02531,88acef8d173b118ebaae52f09bdd2fa1,2015-06-07 13:27:46,9659971,com.whstx,4,0,2016-02-15 00:46:29,4353600,play.google.com
BC140BA69CC760150E358862A102F0A11DE70F16C2645647B548E57547780DFC,07AD2C2E1C4E0097BD17BF49A83894E588669A96,2aa75a073b2a393150ecaa0c2fbf2730,2015-06-10 13:20:50,478168,com.appplus.histore28,4,0,2016-06-24 13:51:45,400608,play.google.com
BC185D483ECACBE97DC5B8B0CB4DE8AC3B9A60630963BD7065A606E40DC42F1A,6FE4A1C03DB1E785397F7F8330442DB29CA56EDC,953851b2d18ea081facc21b24d588aac,2015-10-15 14:53:14,4051643,com.tmarki.solitaire,29,0,2016-02-22 01:07:02,4913204,play.google.com
BC1B57D5825C53BCE6B8726221A5328B210757712ED02A389663D5DB2262B665,583466AEA98DBC275F6596513150EADA4A65A876,da6539076329d42cc1fc4f14f9cc01ab,2014-09-21 10:35:12,1371951,com.novanok.breathalyser,7,0,2015-07-06 09:58:56,3088204,PlayDrone|play.google.com
BC1C83E700C0C6EB4F72180BD881BFB39AF8707A4CFCF5750C089E4D0FC283AB,F8589742E9FCCB58AFEA4774B3D7A8FD9E653D97,113c209287384728fc558734a72838dc,2014-07-22 22:13:20,4429358,com.dreammer.shareeverything,7,0,2015-09-14 09:30:00,7463920,PlayDrone|play.google.com
BC1CA9160D914D80CD556ED9D5E55BE0F440FAE7F93083C3D2306D4AC0C397AC,D75C0FF2754050FF2C065BC77A6892D9FD042BB0,1978f8f379d57d23bf27618468610f45,2015-10-06 11:45:06,8753781,it.carige,29,0,2015-12-08 10:30:12,6080260,play.google.com
BC20B8852B69683606D17E3F125540B247454560CED89F4B145D00D51D5B0111,B5580E9279BB0658802BEBA66463A1047232B602,5475e4782b89021c3bb3fd0810725323,2015-03-19 09:25:32,21633217,nl.appworkx.p6496ig,8,0,2015-03-26 17:45:43,4080076,play.google.com
BC23CDD1BF49FD93100BA222C2C2627CCBBED021C905981EDE2164D92FCBDD21,CF5810AFD827FB3DD5636C5F79C026D00C87CED8,b191b51b450c910b9a2d86d11e142563,2014-10-28 21:05:28,11583476,com.hemelix.demon.toss,2,0,2015-09-05 19:38:26,2436252,play.google.com|PlayDrone
BC250478AF47EC9F566A1A90B76A4E2178456A19C1E5F8F8114F75669CDE2165,3301C76EF22E14ADCD4DFD05AEEA06F16D250996,5af49824be116409623d9c0ecd6ea85f,2015-12-11 14:08:18,165247,air.com.program2anything.MorseIntercom,5008003,0,2016-02-02 02:18:36,26804,play.google.com
BC28A515D3BFE806739B9C6FAF310D1356D32D38A36F85725748D5F61E708F4E,60F235D0838E38B343B1459D89F26C7EE3ECF707,c39c101308d4be810604923f1f5f5c66,2014-08-23 12:46:06,1441418,com.gpa.gpacalculator,2,0,2015-09-13 22:16:25,1667264,play.google.com|PlayDrone
BC29554C4821B9C2A6FD28EBD9C31C9A7D827F3851FF2C601D2FEC4D40B196F0,5C049D9AFAEA740C466AB8C3D560271D7102C59C,bf4e5c21facdf5df6314db6092169d0c,2015-11-24 15:49:24,1431655,org.myandroidapps.mycurrentweather,6,0,2015-12-01 18:02:56,2915320,play.google.com
BC2973F6D48A59E9F084B677C62D6A4D613D21081F920A1E369B5ED06F7EC2EB,EA7B90D4DB3AE098CB21938A9422750F738A6D54,9eb640294b073b884471c92982fb31d4,2014-09-17 23:08:14,707874,com.mobive.sarkavagagirq,1,0,2015-01-03 00:27:04,1392556,PlayDrone|play.google.com
BC2D34F21C6C5071D7BC6BFCEA409FA781A3CC22987BC4D1183CFA73D0391C97,E024E6684FAC15F2E9BA1CE2266EB1C99C2E856E,c56f47736accb4ddb787c2970e6b9f1d,2014-09-25 01:06:22,15018030,com.root.FaroFFF,1,0,2015-02-22 01:25:13,481280,PlayDrone|play.google.com
BC2F51C4936B4E2FE17B199679A8F78CD4C9C57A1015F71E3EDBC7D8B0808087,EA57D2E7566E4A4BA0EC4F2D9EAF38EA02EE5BCD,5962aace5eed68c715b86f807429e0cd,2015-08-10 08:15:30,5987654,com.awesome.love.photo.effects.frame.pstr,1,0,2016-02-15 07:29:10,5037096,play.google.com
BC301A3E493D37C805D2F22935899528982C58883ACD1B82DC4427FBD6B5D7B0,1C067A819CA2FE104E2EE1E5FFE2DA1B8C18B54D,e16bb43afa98da9ac5619b681f559971,2015-08-14 17:30:50,2243049,com.pt.angrybd2.tips.vx81x1221,1,0,2016-05-22 05:49:57,2839172,play.google.com
BC304788C453ECE6FAC20FEBFF41F0227D1901BC11DC033153FC8F24B99D4716,44D6E079C33F88CC824FD60F4AC35DF05CE06F45,5af73e3ab7276332dc0bece103967916,2015-08-07 21:13:42,10366816,fliptech.armeniafmworld,2000000,0,2015-12-15 01:02:53,1923380,play.google.com
BC3292F3A0FE41DECBCB88594ABB6DC365F614776B5D7CC6788C1C5F36AC29F9,AEBE2A82F9AFB9D9D92FE1C1066DA97A043FD856,0d2801520ddc58b4360f80014edcb291,2015-05-21 22:51:42,11315155,com.fitti.androidapp,2,0,2015-11-02 15:40:50,2038756,play.google.com
BC34622E29ACAD7492A76588406BB47A53E726D941C3971737851385F322384F,110016712915E81C184D5E9265FA571DEE2BF625,a010fab6e1978505e45e64c8bf038b59,2014-12-09 21:25:14,2289087,com.kidslearning.abcforkidsalphabetsongs,163,0,2015-11-01 23:07:09,1974940,play.google.com
BC375584EBDF53DCC6BB26AF1182DA700D33D5C0A9248A9EC71A739256B87D35,FBA46CF2BE354127E140EBE3C1E7B96D13E0BEA3,34d646a29314b803002d1ff79fbb2597,2014-10-30 18:32:20,6915109,com.PITimer.myapp,6,0,2016-02-11 20:46:55,682832,PlayDrone|play.google.com
